Data_Source;Airline_name;Aircraft_Type;Category;Flight_Type;Count;Total_seat;Seat_Class;Seat_Type;Seat_Position;Recline;Premium;Pitch_minimum;Pitch_maximum;Width;Bedlength_maximum;Bedlength_minimum;Music;VideoType;Power_available;Power_kind;Usb_available;Usb_kind;Rating
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;40;316;Economy Comfort;STANDARD;NORMAL;;N;35.0;35.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;242;316;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;ALL;PORT;3
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;242;316;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;ALL;PORT;1
SeatGuru;klm;Boeing 777-200ER;BUSINESS;long haul;34;316;World Business;FLAT_BED;NORMAL;180 degrees;F;63.0;63.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;242;316;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;ALL;PORT;2
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;242;316;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;ALL;PORT;1
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;242;316;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;ALL;PORT;2
SeatGuru;klm;Boeing 777-200ER;ECONOMY;long haul;242;316;Economy;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;NONE;;ALL;PORT;2
SeatGuru;klm;Boeing 777-200ER;BUSINESS;long haul;34;316;World Business;FLAT_BED;NORMAL;180 degrees;F;63.0;63.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;klm;Boeing 777-200ER;BUSINESS;long haul;34;316;World Business;FLAT_BED;NORMAL;180 degrees;F;63.0;63.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;klm;Boeing 777-300ER A;BUSINESS;long haul;34;408;World Business;FLAT_BED;BULKHEAD;180 degree;F;63.0;63.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;40;408;Economy Comfort;STANDARD;BULKHEAD;;N;34.0;34.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;40;408;Economy Comfort;STANDARD;NORMAL;;N;34.0;34.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;334;408;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;334;408;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;1
SeatGuru;klm;Boeing 777-300ER A;BUSINESS;long haul;34;408;World Business;FLAT_BED;NORMAL;180 degree;F;63.0;63.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;3
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;334;408;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;334;408;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;klm;Boeing 777-300ER A;ECONOMY;long haul;334;408;Economy;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;klm;Boeing 777-300ER A;BUSINESS;long haul;34;408;World Business;FLAT_BED;NORMAL;180 degree;F;63.0;63.0;20.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;ALL;PORT;2
SeatGuru;klm;Boeing 787-900;BUSINESS;long haul;30;294;World Business;FLAT_BED;BULKHEAD;180 degrees;F;42.0;42.0;20.25;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;48;294;Economy Comfort;STANDARD;BULKHEAD;;N;35.0;35.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;48;294;Economy Comfort;STANDARD;NORMAL;;N;35.0;35.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;216;294;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;klm;Boeing 787-900;BUSINESS;long haul;30;294;World Business;FLAT_BED;NORMAL;180 degrees;F;42.0;42.0;20.25;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;216;294;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;216;294;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;1
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;216;294;Economy;STANDARD;EXIT_ROW;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;216;294;Economy;STANDARD;BULKHEAD;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;klm;Boeing 787-900;ECONOMY;long haul;216;294;Economy;STANDARD;NORMAL;;N;31.0;31.0;17.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;1
SeatGuru;klm;Boeing 787-900;BUSINESS;long haul;30;294;World Business;FLAT_BED;NORMAL;180 degrees;F;42.0;42.0;20.25;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;1
SeatGuru;klm;Embraer ERJ-175;BUSINESS;short haul;20;88;Business;STANDARD;BULKHEAD;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;klm;Embraer ERJ-175;ECONOMY;short haul;60;88;Economy;STANDARD;NORMAL;;N;29.0;29.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;klm;Embraer ERJ-175;ECONOMY;short haul;60;88;Economy;STANDARD;NORMAL;;N;29.0;29.0;17;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;klm;Embraer ERJ-175;BUSINESS;short haul;20;88;Business;STANDARD;NORMAL;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;klm;Embraer ERJ-175;ECONOMY;short haul;60;88;Economy;STANDARD;NORMAL;;N;29.0;29.0;17;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;klm;Embraer ERJ-175;ECONOMY;short haul;8;88;Economy Comfort;STANDARD;BULKHEAD;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;klm;Embraer ERJ-175;ECONOMY;short haul;8;88;Economy Comfort;STANDARD;NORMAL;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;klm;Embraer ERJ-190;BUSINESS;short haul;36;100;Europe Business;STANDARD;BULKHEAD;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;klm;Embraer ERJ-190;ECONOMY;short haul;56;100;Economy;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;klm;Embraer ERJ-190;ECONOMY;short haul;56;100;Economy;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;klm;Embraer ERJ-190;ECONOMY;short haul;56;100;Economy;STANDARD;EXIT_ROW;;N;30.0;30.0;17;;;NONE;NONE;NONE;;NONE;;5
SeatGuru;klm;Embraer ERJ-190;ECONOMY;short haul;56;100;Economy;STANDARD;NORMAL;;N;30.0;30.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;klm;Embraer ERJ-190;BUSINESS;short haul;36;100;Europe Business;STANDARD;NORMAL;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;klm;Embraer ERJ-190;ECONOMY;short haul;8;100;Economy Comfort;STANDARD;NORMAL;;N;32.0;32.0;17;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;korean-air;Airbus 380-800 V2;FIRST;long haul;12;399;First Class;OPEN_SUITE;BULKHEAD;;S;82.0;82.0;26.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus 380-800 V2;BUSINESS;long haul;94;399;Prestige;FLAT_BED;NORMAL;;F;60.0;60.0;21.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus 380-800 V2;BUSINESS;long haul;94;399;Prestige;FLAT_BED;BULKHEAD;;F;60.0;60.0;21.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus 380-800 V2;FIRST;long haul;12;399;First Class;OPEN_SUITE;NORMAL;;S;82.0;82.0;26.5;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus 380-800 V2;BUSINESS;long haul;94;399;Prestige;FLAT_BED;EXIT_ROW;;F;60.0;60.0;21.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;korean-air;Airbus 380-800 V2;BUSINESS;long haul;94;399;Prestige;FLAT_BED;NORMAL;;F;60.0;60.0;21.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;BULKHEAD;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;EXIT_ROW;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;EXIT_ROW;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;korean-air;Airbus 380-800 V2;ECONOMY;long haul;293;399;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;1
SeatGuru;korean-air;Airbus A330-200;FIRST;long haul;6;218;First Class;FLAT_BED;BULKHEAD;180 degree;F;83.0;83.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-200;BUSINESS;long haul;24;218;Prestige;FLAT_BED;NORMAL;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;1
SeatGuru;korean-air;Airbus A330-200;BUSINESS;long haul;24;218;Prestige;FLAT_BED;NORMAL;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-200;ECONOMY;long haul;188;218;Economy;STANDARD;BULKHEAD;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-200;ECONOMY;long haul;188;218;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-200;ECONOMY;long haul;188;218;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-200;ECONOMY;long haul;188;218;Economy;STANDARD;EXIT_ROW;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;4
SeatGuru;korean-air;Airbus A330-200;ECONOMY;long haul;188;218;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;1
SeatGuru;korean-air;Airbus A330-200;BUSINESS;long haul;24;218;Prestige;FLAT_BED;BULKHEAD;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-200;BUSINESS;long haul;24;218;Prestige;FLAT_BED;BULKHEAD;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-300;FIRST;long haul;6;276;First Class;FLAT_BED;BULKHEAD;180 degree;F;83.0;83.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-300;ECONOMY;long haul;252;276;Economy;STANDARD;BULKHEAD;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-300;ECONOMY;long haul;252;276;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-300;ECONOMY;long haul;252;276;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-300;ECONOMY;long haul;252;276;Economy;STANDARD;EXIT_ROW;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;4
SeatGuru;korean-air;Airbus A330-300;ECONOMY;long haul;252;276;Economy;STANDARD;NORMAL;;N;32.0;33.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;1
SeatGuru;korean-air;Airbus A330-300;BUSINESS;long haul;18;276;Prestige;FLAT_BED;BULKHEAD;180 degree;F;78.0;80.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Airbus A330-300;BUSINESS;long haul;18;276;Prestige;FLAT_BED;NORMAL;180 degree;F;78.0;80.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-300 V2 new;FIRST;long haul;6;272;First Class;FLAT_BED;BULKHEAD;;F;83.0;83.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-300 V2 new;ECONOMY;long haul;248;272;Economy;STANDARD;BULKHEAD;;N;33.0;34.0;18.1;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-300 V2 new;ECONOMY;long haul;248;272;Economy;STANDARD;NORMAL;;N;33.0;34.0;18.1;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-300 V2 new;ECONOMY;long haul;248;272;Economy;STANDARD;BULKHEAD;;N;33.0;34.0;18.1;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Airbus A330-300 V2 new;ECONOMY;long haul;248;272;Economy;STANDARD;NORMAL;;N;33.0;34.0;18.1;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A330-300 V2 new;ECONOMY;long haul;248;272;Economy;STANDARD;EXIT_ROW;;N;33.0;34.0;18.1;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Airbus A330-300 V2 new;ECONOMY;long haul;248;272;Economy;STANDARD;NORMAL;;N;33.0;34.0;18.1;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;1
SeatGuru;korean-air;Airbus A330-300 V2 new;BUSINESS;long haul;18;272;Prestige;FLAT_BED;NORMAL;;F;78.0;80.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;korean-air;Airbus A330-300 V2 new;BUSINESS;long haul;18;272;Prestige;FLAT_BED;NORMAL;;F;78.0;80.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A330-300 V2 new;BUSINESS;long haul;18;272;Prestige;FLAT_BED;NORMAL;;F;78.0;80.0;20.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;FIRST;long haul;12;407;First Class;OPEN_SUITE;NORMAL;180 degree;S;83.0;83.0;26.5;79.0;79.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;FIRST;long haul;12;407;First Class;OPEN_SUITE;NORMAL;180 degree;S;83.0;83.0;26.5;79.0;79.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A380-800;BUSINESS;long haul;94;407;Prestige;FLAT_BED;NORMAL;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Airbus A380-800;BUSINESS;long haul;94;407;Prestige;FLAT_BED;BULKHEAD;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;BUSINESS;long haul;94;407;Prestige;FLAT_BED;NORMAL;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;BUSINESS;long haul;94;407;Prestige;FLAT_BED;EXIT_ROW;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;5
SeatGuru;korean-air;Airbus A380-800;BUSINESS;long haul;94;407;Prestige;FLAT_BED;EXIT_ROW;180 degree;F;74.0;74.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;BULKHEAD;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;4
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;NORMAL;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;3
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;NORMAL;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;EXIT_ROW;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;4
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;EXIT_ROW;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;5
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;NORMAL;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;5
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;EXIT_ROW;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;BULKHEAD;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Airbus A380-800;ECONOMY;long haul;301;407;Economy;STANDARD;NORMAL;121 degree;N;33.0;34.0;18.0;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;1
SeatGuru;korean-air;Boeing 737-800 A;ECONOMY;short haul;135;147;Economy;STANDARD;BULKHEAD;;N;32.0;34.0;17.2;;;NONE;NONE;NONE;;NONE;;4
SeatGuru;korean-air;Boeing 737-800 A;ECONOMY;short haul;135;147;Economy;STANDARD;NORMAL;;N;32.0;34.0;17.2;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;korean-air;Boeing 737-800 A;ECONOMY;short haul;135;147;Economy;STANDARD;NORMAL;;N;32.0;34.0;17.2;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;korean-air;Boeing 737-800 A;ECONOMY;short haul;135;147;Economy;STANDARD;EXIT_ROW;;N;32.0;34.0;17.2;;;NONE;NONE;NONE;;NONE;;5
SeatGuru;korean-air;Boeing 737-800 A;ECONOMY;short haul;135;147;Economy;STANDARD;NORMAL;;N;32.0;34.0;17.2;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;korean-air;Boeing 737-800 A;BUSINESS;short haul;12;147;Prestige;RECLINER;BULKHEAD;;R;44.0;45.0;19.0;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;korean-air;Boeing 737-800 A;BUSINESS;short haul;12;147;Prestige;RECLINER;NORMAL;;R;44.0;45.0;19.0;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;korean-air;Boeing 737-800 B;ECONOMY;short haul;126;138;Economy;STANDARD;BULKHEAD;;N;33.0;34.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;4
SeatGuru;korean-air;Boeing 737-800 B;ECONOMY;short haul;126;138;Economy;STANDARD;NORMAL;;N;33.0;34.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;3
SeatGuru;korean-air;Boeing 737-800 B;ECONOMY;short haul;126;138;Economy;STANDARD;NORMAL;;N;33.0;34.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Boeing 737-800 B;ECONOMY;short haul;126;138;Economy;STANDARD;EXIT_ROW;;N;33.0;34.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;5
SeatGuru;korean-air;Boeing 737-800 B;ECONOMY;short haul;126;138;Economy;STANDARD;NORMAL;;N;33.0;34.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;1
SeatGuru;korean-air;Boeing 737-800 B;BUSINESS;short haul;12;138;Prestige;RECLINER;BULKHEAD;;R;50.0;50.0;20.9;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Boeing 737-800 B;BUSINESS;short haul;12;138;Prestige;RECLINER;NORMAL;;R;50.0;50.0;20.9;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Boeing 737-900;ECONOMY;short haul;180;188;Economy;STANDARD;BULKHEAD;;N;30.0;31.0;17.2;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;korean-air;Boeing 737-900;ECONOMY;short haul;180;188;Economy;STANDARD;NORMAL;;N;30.0;31.0;17.2;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;korean-air;Boeing 737-900;ECONOMY;short haul;180;188;Economy;STANDARD;NORMAL;;N;30.0;31.0;17.2;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;korean-air;Boeing 737-900;ECONOMY;short haul;180;188;Economy;STANDARD;EXIT_ROW;;N;30.0;31.0;17.2;;;NONE;NONE;NONE;;NONE;;5
SeatGuru;korean-air;Boeing 737-900;ECONOMY;short haul;180;188;Economy;STANDARD;NORMAL;;N;30.0;31.0;17.2;;;NONE;NONE;NONE;;NONE;;1
SeatGuru;korean-air;Boeing 737-900;BUSINESS;short haul;8;188;Prestige;RECLINER;BULKHEAD;;R;40.0;40.0;19.0;;;NONE;NONE;NONE;;NONE;;2
SeatGuru;korean-air;Boeing 737-900;BUSINESS;short haul;8;188;Prestige;RECLINER;NORMAL;;R;40.0;40.0;19.0;;;NONE;NONE;NONE;;NONE;;3
SeatGuru;korean-air;Boeing 737-900 ER;ECONOMY;short haul;147;159;Economy;STANDARD;BULKHEAD;;N;31.0;33.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Boeing 737-900 ER;ECONOMY;short haul;147;159;Economy;STANDARD;NORMAL;;N;31.0;33.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;3
SeatGuru;korean-air;Boeing 737-900 ER;ECONOMY;short haul;147;159;Economy;STANDARD;NORMAL;;N;31.0;33.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;2
SeatGuru;korean-air;Boeing 737-900 ER;ECONOMY;short haul;147;159;Economy;STANDARD;EXIT_ROW;;N;31.0;33.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;5
SeatGuru;korean-air;Boeing 737-900 ER;ECONOMY;short haul;147;159;Economy;STANDARD;NORMAL;;N;31.0;33.0;17.2;;;ON_DEMAND;ON_DEMAND;SOME;AC;NONE;;1
SeatGuru;korean-air;Boeing 737-900 ER;BUSINESS;short haul;12;159;Prestige;RECLINER;BULKHEAD;;R;50.0;50.0;20.9;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
SeatGuru;korean-air;Boeing 737-900 ER;BUSINESS;short haul;12;159;Prestige;RECLINER;NORMAL;;R;50.0;50.0;20.9;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Boeing 747-400;FIRST;long haul;10;333;First Class;FLAT_BED;NORMAL;180 degree;F;83.0;83.0;21.1;78.0;78.0;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Boeing 747-400;BUSINESS;long haul;61;333;Prestige;ANGLE_FLAT;BULKHEAD;170 degree;A;58.0;60.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;4
SeatGuru;korean-air;Boeing 747-400;BUSINESS;long haul;61;333;Prestige;ANGLE_FLAT;NORMAL;170 degree;A;58.0;60.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;3
SeatGuru;korean-air;Boeing 747-400;BUSINESS;long haul;61;333;Prestige;ANGLE_FLAT;BULKHEAD;170 degree;A;58.0;60.0;21.6;;;ON_DEMAND;ON_DEMAND;ALL;AC;NONE;;2
